Vehicle Type,Make,Model,Year,Price,Milleage,District,published date
Van,Suzuki,Every PA LIMITED,2025.0,"Rs. 7,450,000",240.0,Colombo,2025-12-13
SUV,Peugeot,,2008.0,"Rs. 11,900,000",81000.0,Nittambuwa,2025-12-13
Car,Suzuki,Hustler Tough Wild,2024.0,"Rs. 8,450,000",3100.0,Gampaha,2025-12-13
Three Wheel,Bajaj,RE,2017.0,"Rs. 1,620,000",41.0,Homagama,2025-12-13
SUV,MG,ZS,2023.0,"Rs. 11,000,000",82460.0,Kurunegala,2025-12-13
Car,Toyota,Allion 240,2002.0,"Rs. 6,390,000",186000.0,Minuwangoda,2025-12-13
Car,Suzuki,MARUTI 800,2011.0,"Rs. 2,675,000",59985.0,Kurunegala,2025-12-13
Car,Daihatsu,Canbus Strip G,2024.0,"Rs. 8,350,000",1300.0,Gampaha,2025-12-13
SUV,Toyota,Prado 120 Tx,2008.0,"Rs. 19,850,000",86000.0,Colombo,2025-12-13
Car,Suzuki,Wagon R Smile,2023.0,"Rs. 7,950,000",15000.0,Gampaha,2025-12-13
Bus,Toyota,Coaster,2007.0,Negotiable,295400.0,Anuradapura,2025-12-13
Motorbike,Bajaj,Classic Scooter,1996.0,"Rs. 1,890,000",,Pannipitiya,2025-12-13
Car,Mazda,Familia 323,1986.0,"Rs. 895,000",147000.0,Matara,2025-12-13
Car,Toyota,AXio,2019.0,Negotiable,90000.0,Matara,2025-12-13
Car,Toyota,Premio 260,2015.0,"Rs. 14,300,000",112000.0,Nittambuwa,2025-12-13
Car,Toyota,Passo X Limited,2023.0,"Rs. 8,350,000",17000.0,Gampaha,2025-12-13
Lorry,Mitsubishi,MiniCab,2002.0,"Rs. 1,225,000",111111.0,Kegalle,2025-12-13
Motorbike,TVS,Scooty Pep,2011.0,Negotiable,53235.0,Welisara,2025-12-13
Car,Suzuki,Wagon R Stingray,2017.0,"Rs. 6,490,000",109000.0,Nittambuwa,2025-12-13
Car,Suzuki,Hustler X Limited,2024.0,"Rs. 8,150,000",2600.0,Gampaha,2025-12-13
Bus,Nissan,Ud,2007.0,"Rs. 5,950,000",,Ragama,2025-12-13
Motorbike,Suzuki,Lets,2024.0,"Rs. 220,000",,Kandy,2025-12-13
Car,Toyota,Corolla CE106 Elephant Backmati,1997.0,"Rs. 2,990,000",200000.0,Kurunegala,2025-12-13
Car,Proton,Wira,2005.0,"Rs. 1,990,000",,Kandy,2025-12-13
Van,Toyota,TownAce Lotto,1997.0,Negotiable,,Kandy,2025-12-13
Motorbike,Honda,Little Cub 4 Gears,2007.0,Negotiable,25000.0,Kurunegala,2025-12-13
Car,Suzuki,Maruti,2006.0,"Rs. 2,100,000",94000.0,Gampaha,2025-12-13
Motorbike,Yamaha,Fz Version 3.0,2019.0,"Rs. 725,000",32620.0,Kandy,2025-12-13
Car,Suzuki,Swift,2005.0,"Rs. 4,590,000",,Kandy,2025-12-13
Three Wheel,Bajaj,4 Stroke,2025.0,"Rs. 2,000,000",1523.0,Galle,2025-12-13
SUV,Mitsubishi,Pajero V34,1992.0,Negotiable,,Kandy,2025-12-13
Motorbike,Honda,Dio,2019.0,"Rs. 565,000",40000.0,Ratnapura,2025-12-13
Car,Toyota,Axio,2013.0,"Rs. 8,500,000",277000.0,Dambulla,2025-12-13
Car,Toyota,AQUA X URBAN,2015.0,Negotiable,93000.0,Dankotuwa,2025-12-13
Pickup,Mitsubishi,L200,1994.0,"Rs. 4,850,000",,Kandy,2025-12-13
Motorbike,Bajaj,150,2017.0,"Rs. 575,000",52000.0,Matugama,2025-12-13
Three Wheel,Piaggio,Ape,2015.0,"Rs. 1,180,000",30.0,Weligama,2025-12-13
Car,Daihatsu,TAFT G Chrome Venture,2024.0,"Rs. 8,685,000",2000.0,Homagama,2025-12-09
Van,Suzuki,Every,2025.0,"Rs. 8,650,000",,Avissawella,2025-12-13
Car,Suzuki,Wagon R,2023.0,Negotiable,20000.0,Colombo,2025-12-06
SUV,DFSK,Glory I-Auto,2021.0,"Rs. 12,500,000",40000.0,Colombo,2025-12-12
Car,Perodua,Axia,2016.0,"Rs. 5,800,000",79000.0,Kesbewa,2025-12-13
SUV,Toyota,RAIZE Z HYBRIDMODELISTA BODY KIT,2025.0,"Rs. 14,850,000",,Dehiwala-Mount-Lavinia,2025-12-13
Car,Toyota,Premio,2013.0,"Rs. 11,690,000",140000.0,Gampaha,2025-12-13
Car,Toyota,Axio WXB,2017.0,"Rs. 12,250,000",120000.0,Galle,2025-12-13
Car,Suzuki,MARUTI 800,2006.0,"Rs. 2,200,000",,Hanwella,2025-12-13
Car,Toyota,Vitz,2019.0,"Rs. 8,050,000",,Kegalle,2025-12-13
Motorbike,Bajaj,Pulsar 135,2011.0,Negotiable,1.0,Matale,2025-12-13
Car,Suzuki,Wagon R FX,2017.0,"Rs. 5,950,000",75000.0,Kurunegala,2025-12-13
Car,Toyota,Prius G Touring,2013.0,Negotiable,150000.0,Kandy,2025-12-13
Motorbike,Bajaj,Discover 135,2009.0,Negotiable,1.0,Matale,2025-12-13
Van,Suzuki,Every,2025.0,Negotiable,,Kandy,2025-12-13
Car,Suzuki,Alto 800 LXI,2015.0,"Rs. 3,850,000",86000.0,Kurunegala,2025-12-13
Van,Toyota,Dolphin,1995.0,"Rs. 5,500,000",250000.0,Kandy,2025-12-13
Motorbike,Bajaj,Discover,2012.0,"Rs. 250,000",75000.0,Colombo,2025-12-13
Car,Daihatsu,Mira,2024.0,"Rs. 7,300,000",900.0,Homagama,2025-12-13
Van,Toyota,Townace,1991.0,"Rs. 2,850,000",160000.0,Matara,2025-12-13
Car,Nissan,FB15 Sunny Super Saloon,2000.0,"Rs. 4,200,000",172000.0,Matale,2025-12-13
SUV,Kia,Sorento,2011.0,"Rs. 1,160,000",165000.0,Kadawatha,2025-12-13
Car,Honda,Grace Ex,2015.0,"Rs. 9,600,000",134000.0,Kurunegala,2025-12-13
Motorbike,Hero,Pleasure,2010.0,"Rs. 240,000",85000.0,Gampaha,2025-12-13
Three Wheel,Bajaj,2 Stroke,2005.0,Rs. 735,666666.0,Colombo,2025-12-13
Motorbike,Bajaj,Discover,2011.0,"Rs. 260,000",,Galle,2025-12-13
Pickup,Tata,207 RX,2014.0,"Rs. 2,825,000",20000.0,Gampaha,2025-12-13
Van,Micro,MPV,2016.0,"Rs. 3,400,000",52000.0,Kurunegala,2025-12-13
Car,Toyota,Corolla AE110 XE Limited,2007.0,"Rs. 3,550,000",202000.0,Kandy,2025-12-13
Motorbike,Bajaj,Pulsar Ns200,2025.0,Negotiable,4000.0,Kandy,2025-12-13
Van,Suzuki,EVERY WAGON,2014.0,"Rs. 5,800,000",100409.0,Kandy,2025-12-13
Car,Suzuki,Wagon R Fx,2016.0,"Rs. 6,150,000",9200.0,Matugama,2025-12-13
Motorbike,Yamaha,Virago 250,2006.0,"Rs. 515,000",45000.0,Moratuwa,2025-12-13
Van,Suzuki,Every,1999.0,"Rs. 2,800,000",177000.0,Colombo,2025-12-13
Car,Toyota,Passo,2007.0,"Rs. 5,050,000",169000.0,Kurunegala,2025-12-13
Motorbike,Bajaj,Platina,2007.0,"Rs. 215,000",31000.0,Kandy,2025-12-13
Lorry,Daihatsu,HIJET,2000.0,"Rs. 1,825,000",172.0,Gampaha,2025-12-13
Car,Nissan,Roox X Highway,2025.0,"Rs. 8,400,000",,Kadawatha,2025-12-13
Three Wheel,TVS,King,2011.0,"Rs. 795,000",,Kurunegala,2025-12-13
Motorbike,Hero,X Tream,2025.0,"Rs. 237,200",,Kadawatha,2025-12-13
Car,Nissan,Pulsar,1997.0,"Rs. 2,850,000",123456.0,Gampaha,2025-12-13
Car,Nissan,Fb13 Super Saloon Anniversary,1992.0,"Rs. 2,750,000",,Ratnapura,2025-12-13
Motorbike,Hero,Xoom,2025.0,"Rs. 829,900",,Kadawatha,2025-12-13
Three Wheel,Bajaj,RE,2012.0,"Rs. 1,425,000",,Moneragala,2025-12-13
SUV,Daihatsu,Rocky G Premim,2023.0,"Rs. 13,950,000",18537.0,Polgahawela,2025-12-11
Car,Suzuki,Spacia Custom XS TURBO,2025.0,Negotiable,350.0,Kandy,2025-12-08
Car,Toyota,Prius 3,2011.0,"Rs. 9,490,000",172000.0,Gampaha,2025-12-05
Car,Toyota,Aqua,2013.0,"Rs. 7,600,000",104000.0,Colombo,2025-12-14
Three Wheel,Bajaj,RE,2012.0,"Rs. 1,425,000",,Moneragala,2025-12-13
Car,Toyota,Aqua,2014.0,"Rs. 7,850,000",130500.0,Colombo,2025-12-13
Car,Toyota,Aqua G Limited,2013.0,"Rs. 7,850,000",127200.0,Kuliyapitiya,2025-12-13
Motorbike,Bajaj,Discover 100,2011.0,"Rs. 235,000",,Ratnapura,2025-12-13
Van,Toyota,Dolphin Super Custom,2004.0,"Rs. 14,000,000",180000.0,Colombo,2025-12-13
Motorbike,Suzuki,Gixxer,2019.0,"Rs. 580,000",29000.0,Kurunegala,2025-12-13
Three Wheel,Bajaj,2 Stroke,1987.0,"Rs. 446,000",48556.0,Kurunegala,2025-12-13
Pickup,Toyota,Hilux Champ G Grade,2015.0,Negotiable,180000.0,Homagama,2025-12-13
Motorbike,Bajaj,Discover 100,2013.0,Negotiable,55000.0,Horana,2025-12-13
Car,Nissan,FB14,1995.0,Negotiable,1111111.0,Puttalam,2025-12-13
Motorbike,Honda,Benly,1998.0,Negotiable,1234.0,Wennappuwa,2025-12-13
SUV,Honda,Vezel,2015.0,"Rs. 10,300,000",160000.0,Vavuniya,2025-12-13
Three Wheel,Bajaj,RE,1993.0,"Rs. 475,000",85000.0,Matara,2025-12-13
Motorbike,Honda,MD 90,2000.0,Rs. 425,36000.0,Galle,2025-12-13
SUV,Toyota,CAMI,2002.0,"Rs. 4,490,000",200000.0,Elpitiya,2025-12-13
Three Wheel,Bajaj,RE,1994.0,"Rs. 475,000",30000.0,Ratnapura,2025-12-13
Bus,Isuzu,Journey L,1987.0,"Rs. 3,550,000",250000.0,Kuliyapitiya,2025-12-13
SUV,Hyundai,Tucson,2011.0,"Rs. 7,350,000",201000.0,Welisara,2025-12-13
Car,Perodua,Viva Elite,2012.0,"Rs. 4,500,000",113200.0,Kaduwela,2025-12-13
Motorbike,Bajaj,Pulsar 150 Twin,2020.0,"Rs. 745,000",50000.0,Kalmunai,2025-12-13
SUV,Nissan,X-TRAIL PREMIER,2016.0,"Rs. 10,575,000",119000.0,Colombo,2025-12-13
SUV,Honda,Vezel,2014.0,"Rs. 9,650,000",118000.0,Chilaw,2025-12-13
Car,Suzuki,Wagon R Fz,2018.0,"Rs. 6,975,000",35000.0,Katunayake,2025-12-13
Van,Mitsubishi,L400,1997.0,"Rs. 3,850,000",360000.0,Kuliyapitiya,2025-12-13
SUV,Hyundai,Santa Fe,2004.0,"Rs. 4,200,000",188000.0,Kadawatha,2025-12-13
Car,Suzuki,Alto,2015.0,"Rs. 3,575,000",94000.0,Matale,2025-12-13
Motorbike,Suzuki,Gs125,2006.0,"Rs. 260,000",,Ratnapura,2025-12-13
Motorbike,Bajaj,Platina 100,2020.0,"Rs. 467,500",36500.0,Weligama,2025-12-13
Car,Suzuki,Alto,2015.0,"Rs. 3,790,000",112630.0,Gampaha,2025-12-13
Motorbike,Bajaj,CT-100,2025.0,Negotiable,2285.0,Kalmunai,2025-12-13
Van,Mazda,Brawny,1991.0,"Rs. 3,975,000",335000.0,Dompe,2025-12-13
Three Wheel,Bajaj,4 Stroke,2010.0,"Rs. 1,175,000",5555.0,Beruwala,2025-12-13
Car,Toyota,Allion 260,2011.0,"Rs. 11,000,000",163000.0,Colombo,2025-12-13
Motorbike,Hero,Maestro,2018.0,"Rs. 275,000",26000.0,Kurunegala,2025-12-13
Car,Nissan,Caravan,1997.0,"Rs. 6,775,000",265000.0,Homagama,2025-12-13
Car,Toyota,Vitz,2018.0,Negotiable,85000.0,Colombo,2025-12-13
SUV,Hyundai,Tucson,2013.0,Negotiable,149000.0,Ja-Ela,2025-12-13
Lorry,JAC,14.5,2007.0,"Rs. 2,275,000",23454.0,Dompe,2025-12-13
Motorbike,Suzuki,SB Tracker,2014.0,"Rs. 1,768,000",57654.0,Kandy,2025-12-13
SUV,Toyota,Raize Z Grade,2020.0,"Rs. 10,590,000",96500.0,Gampaha,2025-12-13
Car,Suzuki,Spacia Custom XS Turbo,2023.0,"Rs. 9,475,000",2200.0,Colombo,2025-12-09
Car,Mercedes-Benz,E200,1998.0,"Rs. 5,500,000",80000.0,Colombo,2025-12-12
Car,Toyota,Axio X Grade,2007.0,"Rs. 7,260,000",184000.0,Colombo,2025-12-05
SUV,Toyota,Raize Hybrid Z 360 Cam,2025.0,"Rs. 14,250,000",1.0,Kadawatha,2025-12-07
SUV,Nissan,X-Trail,2015.0,Negotiable,171000.0,Kandy,2025-12-13
Van,Toyota,Townace CR27,1991.0,Negotiable,185000.0,Tangalle,2025-12-13
Car,Toyota,Axio G Grade,2016.0,"Rs. 10,750,000",104000.0,Maharagama,2025-12-13
Motorbike,Bajaj,Pulsar NS200,2017.0,"Rs. 270,000",38000.0,Horana,2025-12-13
Motorbike,Bajaj,PULSAR 150,2018.0,"Rs. 600,000",46755.0,Anuradapura,2025-12-13
Three Wheel,Bajaj,4 Stroke,2012.0,"Rs. 1,160,000",50000.0,Matara,2025-12-13
Car,Suzuki,Alto 800 LXI,2005.0,"Rs. 2,790,000",113000.0,Anuradapura,2025-12-13
Motorbike,Bajaj,Discover,2011.0,Negotiable,35000.0,Elpitiya,2025-12-13
Motorbike,Bajaj,Pulsar NS200,2018.0,"Rs. 265,000",41000.0,Horana,2025-12-13
Car,Toyota,Vitz SCP 10,1999.0,"Rs. 3,900,000",110000.0,Horana,2025-12-13
Motorbike,Bajaj,CT-100,2013.0,"Rs. 345,000",44525.0,Ratnapura,2025-12-13
Motorbike,Honda,Hornet,2004.0,"Rs. 1,340,000",65000.0,Negombo,2025-12-13
Car,Honda,Fit GP5,2014.0,"Rs. 7,550,000",156400.0,Piliyandala,2025-12-13
Motorbike,Suzuki,Gixxer,2018.0,"Rs. 615,000",32000.0,Kandy,2025-12-13
Van,Toyota,Townace,1998.0,"Rs. 6,350,000",290000.0,Nittambuwa,2025-12-13
Car,Suzuki,WAGON R FX Safety,2024.0,"Rs. 7,375,000",,Colombo,2025-12-13
SUV,Toyota,Prado 120 Tx,2007.0,"Rs. 1,900,000",230000.0,Kandy,2025-12-13
Car,Suzuki,Alto,2015.0,"Rs. 4,250,000",47000.0,Dompe,2025-12-13
SUV,Toyota,Rush,2018.0,"Rs. 13,800,000",130000.0,Kaduwela,2025-12-13
Car,Toyota,Corolla 121,2001.0,"Rs. 5,250,000",178400.0,Negombo,2025-12-13
Three Wheel,Bajaj,RE,2004.0,"Rs. 1,234",52418.0,Mulleriyawa,2025-12-13
Van,Nissan,Nissan,2000.0,Negotiable,,Kurunegala,2025-12-13
Car,Honda,Fit GP1,2012.0,"Rs. 6,900,000",153000.0,Puttalam,2025-12-13
Motorbike,TVS,Xl,2018.0,"Rs. 175,000",21000.0,Matara,2025-12-13
Car,Mitsubishi,Lancer Ck2,1997.0,"Rs. 4,175,000",,Colombo,2025-12-13
Motorbike,Bajaj,Pulsar 150,2017.0,Negotiable,50986.0,Kandy,2025-12-13
Car,Suzuki,Swift,2005.0,"Rs. 4,425,000",234157.0,Mawanella,2025-12-13
Motorbike,Bajaj,Pulsar 150,2012.0,"Rs. 455,000",32000.0,Elpitiya,2025-12-13
Car,Nissan,Hb310,1993.0,"Rs. 775,000",99999.0,Kuliyapitiya,2025-12-13
Car,Suzuki,Zen,2006.0,"Rs. 2,500,000",180000.0,Wennappuwa,2025-12-13
Three Wheel,Bajaj,2 Stroke,1998.0,"Rs. 460,000",,Mawanella,2025-12-13
Van,Mazda,Bongo,1996.0,"Rs. 4,000,000",,Elpitiya,2025-12-13
Motorbike,Bajaj,Discover,2006.0,"Rs. 175,000",10.0,Ganemulla,2025-12-13
Car,Suzuki,Alto,2015.0,Negotiable,68900.0,Galle,2025-12-13
SUV,Nissan,Y61,2000.0,"Rs. 14,500,000",300000.0,Kottawa,2025-12-13
Three Wheel,Bajaj,Re,1999.0,Negotiable,,Kottawa,2025-12-13
Car,Suzuki,Alto,2010.0,"Rs. 2,990,000",99000.0,Kuliyapitiya,2025-12-13
Three Wheel,Bajaj,RE 2 Stroke,2001.0,"Rs. 650,000",1250000.0,Nittambuwa,2025-12-13
Motorbike,Honda,Dio,2012.0,"Rs. 370,000",89000.0,Kuliyapitiya,2025-12-13
Van,Nissan,Vanette Lion Face,2001.0,"Rs. 4,875,000",225000.0,Nittambuwa,2025-12-13
Car,Toyota,Yaris G,2022.0,"Rs. 9,750,000",24000.0,Kandy,2025-12-06
SUV,Honda,Vezel Z,2025.0,"Rs. 18,475,000",14.0,Kaduwela,2025-12-11
Car,Suzuki,Baleno,2019.0,"Rs. 8,000,000",58000.0,Kottawa,2025-12-08
Car,Micro,Panda,2012.0,"Rs. 2,675,000",72000.0,Maharagama,2025-12-13
SUV,Honda,Vezel Z Grade,2023.0,"Rs. 17,200,000",10000.0,Negombo,2025-12-13
Motorbike,Senaro,GN 125,2023.0,"Rs. 450,000",12500.0,Sammanthurai,2025-12-13
Car,Toyota,Axio G Grade,2007.0,"Rs. 7,600,000",220550.0,Matale,2025-12-13
Motorbike,Bajaj,Pulsar 150,2018.0,"Rs. 610,000",42000.0,Kandy,2025-12-13
Motorbike,Honda,PCX 160,2025.0,"Rs. 1,940,000",,Gampaha,2025-12-13
Van,Suzuki,Every,2025.0,"Rs. 8,600,000",,Dehiwala-Mount-Lavinia,2025-12-13
Motorbike,TVS,METRO ELS,2020.0,"Rs. 370,000",28000.0,Ratnapura,2025-12-13
Car,Mercedes-Benz,E200 CGI,2010.0,"Rs. 13,750,000",170000.0,Nugegoda,2025-12-13
Motorbike,Bajaj,Pulsar 150,2011.0,"Rs. 435,000",52500.0,Kandy,2025-12-13
Motorbike,Bajaj,Discover 125,2015.0,"Rs. 365,000",48500.0,Kandy,2025-12-13
Car,Nissan,FB12,1990.0,Negotiable,265442.0,Horana,2025-12-13
Motorbike,Honda,Dio,2018.0,"Rs. 565,000",43500.0,Kandy,2025-12-13
Van,Suzuki,Every DA64 Full Join Turbo,2012.0,Negotiable,172000.0,Kandy,2025-12-13
Car,Micro,Panda,2015.0,"Rs. 3,200,000",128000.0,Moneragala,2025-12-13
Car,Mercedes-Benz,W220 S-Class,2003.0,"Rs. 8,500,000",110000.0,Kiribathgoda,2025-12-13
Car,Suzuki,Alto,2015.0,"Rs. 4,250,000",59000.0,Kuliyapitiya,2025-12-13
Three Wheel,Bajaj,2 Stroke,2006.0,"Rs. 870,000",89500.0,Galle,2025-12-13
Car,Toyota,Premio,2011.0,"Rs. 10,500,000",132000.0,Kurunegala,2025-12-13
Motorbike,TVS,Scooty Pep Plus,2009.0,"Rs. 155,000",1234.0,Kalutara,2025-12-13
Bus,Micro,Yutong Chogum,2014.0,Negotiable,295000.0,Kurunegala,2025-12-13
Car,Suzuki,Celerio,2017.0,"Rs. 5,000,000",193000.0,Tangalle,2025-12-13
Car,Nissan,FB14 Ex Saloon,1996.0,"Rs. 2,975,000",1870000.0,Kalutara,2025-12-13
Car,Toyota,Corolla 141,2008.0,"Rs. 7,300,000",178606.0,Gampaha,2025-12-13
Car,Perodua,BEZZA,2017.0,"Rs. 6,300,000",190000.0,Nittambuwa,2025-12-13
SUV,Zotye,Nomad,2011.0,"Rs. 3,390,000",121000.0,Colombo,2025-12-13
Motorbike,Bajaj,Discover 150,2012.0,"Rs. 268,000",48000.0,Kurunegala,2025-12-13
Lorry,JAC,10.5,2015.0,Negotiable,231456.0,Homagama,2025-12-13
Car,Honda,FIT GP5,2013.0,"Rs. 7,850,000",134000.0,Kelaniya,2025-12-13
Car,Nissan,FB15 EX Saloon,2001.0,"Rs. 4,025,000",23200.0,Bandaragama,2025-12-13
Van,Toyota,Townace CR27 GL,1989.0,"Rs. 3,250,000",123456.0,Gampaha,2025-12-13
Three Wheel,Bajaj,RE,2011.0,Negotiable,6777.0,Kandy,2025-12-13
Van,Nissan,Lion Face,2014.0,"Rs. 7,350,000",165000.0,Negombo,2025-12-13
Van,Nissan,Vanette,2001.0,"Rs. 5,950,000",,Kurunegala,2025-12-13
SUV,Toyota,KZJ78,1978.0,"Rs. 110,000,000",550000.0,Anuradapura,2025-12-13
Car,Toyota,Camry,2010.0,Negotiable,116000.0,Battaramulla,2025-12-13
Car,Toyota,Corolla 110 SE,1995.0,"Rs. 3,600,000",265000.0,Negombo,2025-12-13
Car,Honda,Grace,2015.0,"Rs. 11,200,000",120000.0,Kadawatha,2025-12-13
Car,Toyota,KE72 Dx Wagon,1985.0,"Rs. 1,115,000",111111.0,Kurunegala,2025-12-13
Car,Toyota,Corolla 141,2010.0,"Rs. 6,700,000",185000.0,Battaramulla,2025-12-13
Lorry,Tata,Dimo Batta EX2,2014.0,"Rs. 2,300,000",126000.0,Gampaha,2025-12-13
Car,Toyota,Corona At 190,1993.0,"Rs. 2,650,000",175000.0,Bandaragama,2025-12-14
SUV,Audi,Q2,2017.0,"Rs. 13,200,000",99000.0,Galle,2025-12-13
SUV,Mitsubishi,4dr5,1979.0,"Rs. 3,000,000",400000.0,Kandy,2025-12-14
Car,Toyota,Yaris,2023.0,"Rs. 9,550,000",26000.0,Colombo,2025-12-14
Van,Toyota,Dolphin LH113,1990.0,Negotiable,235844.0,Kuliyapitiya,2025-12-13
Van,Mitsubishi,U61,2002.0,"Rs. 3,475,000",1214.0,Colombo,2025-12-13
Motorbike,Bajaj,Pulsar 180,2011.0,"Rs. 370,000",1234567.0,Mirigama,2025-12-13
Lorry,Tata,Dimo Batta Ex2,2015.0,Negotiable,11111.0,Kurunegala,2025-12-13
Pickup,Toyota,Hilux,2016.0,"Rs. 17,500,000",160000.0,Colombo,2025-12-13
Motorbike,Bajaj,Boxer,2004.0,"Rs. 157,000",60000.0,Ratnapura,2025-12-13
Three Wheel,Bajaj,4 Stroke,2014.0,"Rs. 1,375,000",33000.0,Kurunegala,2025-12-13
Motorbike,Bajaj,Discover 125,2007.0,"Rs. 230,000",40000.0,Kandy,2025-12-13
Car,Toyota,Sprinter,1996.0,"Rs. 3,250,000",25000.0,Kuliyapitiya,2025-12-13
Three Wheel,Bajaj,2 Stroke,2000.0,"Rs. 595,000",898979.0,Mawanella,2025-12-13
Three Wheel,Bajaj,RE,2004.0,"Rs. 795,000",1234.0,Batticaloa,2025-12-13
Car,Toyota,Allion,2017.0,"Rs. 11,700,000",125000.0,Divulapitiya,2025-12-13
Motorbike,Bajaj,Discover 125,2012.0,"Rs. 285,000",54630.0,Kalutara,2025-12-13
Car,Honda,Grace,2016.0,"Rs. 11,300,000",135000.0,Kurunegala,2025-12-13
Three Wheel,TVS,King,2016.0,Negotiable,,Kegalle,2025-12-13
Lorry,Mahindra,Maxximo,2012.0,"Rs. 1,260,000",,Badulla,2025-12-13
Car,Mercedes-Benz,E200,1998.0,"Rs. 5,500,000",94000.0,Colombo,2025-12-13
Car,Suzuki,Celerio,2017.0,"Rs. 5,175,000",111000.0,Nugegoda,2025-12-13
Car,Suzuki,Carry,2010.0,"Rs. 2,800,000",,Anuradapura,2025-12-13
Van,Suzuki,Every,2007.0,"Rs. 4,650,000",130000.0,Matara,2025-12-13
Car,BMW,318i M SPORT,2018.0,"Rs. 19,750,000",36500.0,Colombo,2025-12-13
Car,Suzuki,Alto,2015.0,"Rs. 3,625,000",134000.0,Matara,2025-12-13
Car,Mazda,LBFTP CLOSE,1988.0,Negotiable,,Kurunegala,2025-12-13
Car,Mitsubishi,Lancer Box,1980.0,"Rs. 925,000",11111.0,Kuliyapitiya,2025-12-13
SUV,Honda,Vezel,2015.0,"Rs. 11,500,000",142000.0,Minuwangoda,2025-12-13
Three Wheel,Bajaj,RE,2008.0,"Rs. 945,000",47999.0,Mirigama,2025-12-13
Car,Honda,Grace,2015.0,"Rs. 10,850,000",175600.0,Moratuwa,2025-12-13
Car,Toyota,Corolla 141 GLi,2012.0,"Rs. 7,650,000",141000.0,Kadawatha,2025-12-13
Motorbike,TVS,Xl Super,2008.0,"Rs. 123,000",38500.0,Kesbewa,2025-12-13
Car,Toyota,Corona,1999.0,"Rs. 3,550,000",249000.0,Gampaha,2025-12-13
Car,Toyota,110,1997.0,"Rs. 1,000,000",180000.0,Ratnapura,2025-12-13
Motorbike,Suzuki,GN125H,2018.0,Negotiable,48335.0,Ratnapura,2025-12-13
Motorbike,Bajaj,DISCOVER 135,2010.0,"Rs. 370,000",41235.0,Moneragala,2025-12-13
Car,Toyota,Corolla,1996.0,"Rs. 3,500,000",225690.0,Kandy,2025-12-13
Motorbike,Bajaj,Discover 135,2009.0,"Rs. 355,000",52369.0,Kurunegala,2025-12-13
Car,Toyota,110,1997.0,Negotiable,160000.0,Ratnapura,2025-12-13
Motorbike,Honda,Hornet,2010.0,"Rs. 1,350,000",56000.0,Katunayake,2025-12-13
Car,Mitsubishi,Lancer Ck2,2003.0,Negotiable,182000.0,Beruwala,2025-12-13
Car,Suzuki,Maruti,2006.0,"Rs. 1,990,000",72600.0,Kurunegala,2025-12-13
Motorbike,Yamaha,Fz-s Version 2.0,2019.0,Negotiable,56000.0,Horana,2025-12-13
Motorbike,Hero,Pleasure,2014.0,"Rs. 345,000",35000.0,Piliyandala,2025-12-13
SUV,Mitsubishi,Outlander,2015.0,"Rs. 15,530,000",85300.0,Colombo,2025-12-11
Car,Toyota,Axio 141,2010.0,"Rs. 7,800,000",207000.0,Rajagiriya,2025-12-11
SUV,Toyota,Prado,2017.0,Negotiable,109000.0,Matara,2025-12-14
Car,Hyundai,Sonata H-matic,2001.0,"Rs. 3,050,000",201800.0,Gampaha,2025-12-13
Motorbike,Bajaj,Pulsar,2007.0,"Rs. 225,000",,Badulla,2025-12-13
Motorbike,Bajaj,Pulsar 135,2011.0,"Rs. 245,000",1234.0,Hendala,2025-12-13
SUV,Toyota,Raize Z Hybrid,2025.0,"Rs. 14,370,000",,Piliyandala,2025-12-13
Car,Nissan,Caravan,2000.0,"Rs. 4,200,000",315000.0,Gampaha,2025-12-13
Car,Suzuki,Maruti,2006.0,"Rs. 1,990,000",77000.0,Kandy,2025-12-13
Motorbike,Demak,Rosa,2013.0,"Rs. 120,000",36000.0,Kurunegala,2025-12-13
Motorbike,Honda,PCX,2025.0,"Rs. 1,780,000",,Gampaha,2025-12-13
Car,Honda,FIT GP1,2013.0,"Rs. 6,900,000",42000.0,Matara,2025-12-13
SUV,Mitsubishi,Pajero,1988.0,Negotiable,490392.0,Galle,2025-12-13
SUV,Mitsubishi,Montero Sport,2011.0,Negotiable,124000.0,Padukka,2025-12-13
Van,Nissan,Serena,2004.0,"Rs. 3,550,000",12345.0,Gampaha,2025-12-13
Pickup,Mahindra,Bolero,2013.0,"Rs. 3,800,000",34567.0,Polonnaruwa,2025-12-13
Motorbike,BMW,C400gt,2025.0,Negotiable,80.0,Kandy,2025-12-13
Motorbike,Suzuki,Djebel 125,2004.0,"Rs. 560,000",,Horana,2025-12-13
Car,Suzuki,Wagon R Stingray J Style,2015.0,Negotiable,70000.0,Jaffna,2025-12-13
Van,Toyota,Townace Lotto CR27,1994.0,"Rs. 4,790,000",,Matara,2025-12-13
Car,Suzuki,Wagon R Custom Zx,2025.0,Negotiable,6.0,Kandy,2025-12-13
SUV,Kia,Sportage Gt Line Special Edition,2019.0,"Rs. 14,750,000",76000.0,Colombo,2025-12-13
Pickup,Toyota,Hilux LN106,1994.0,Negotiable,225000.0,Kuliyapitiya,2025-12-13
Lorry,Ashok-Leyland,TIPPER 1613,2010.0,"Rs. 5,100,000",,Matara,2025-12-13
Motorbike,Bajaj,CT-100,2013.0,Negotiable,,Bandaragama,2025-12-13
