Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Unnamed: 9,Unnamed: 10,Model_Code,Clean_Name
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,1,,,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,1,,,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,MONERAGALA,BRAND NEW,1,,,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,AMPARA,BRAND NEW,2,,,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2,,,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,2,,,,Q1
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,PUTTALAM,BRAND NEW,1,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,1,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,MONERAGALA,BRAND NEW,2,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,MATARA,BRAND NEW,2,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,AMPARA,BRAND NEW,3,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,3,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,4,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,4,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,5,,,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,6,,,,XGW
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,1,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,1,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,1,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,AMPARA,BRAND NEW,1,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,2,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,5,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,5,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,6,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,10,,,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,12,,,,ZL
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,KEGALLE,BRAND NEW,1,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,1,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,MATALE,BRAND NEW,1,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,1,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,POLONNARUWA,BRAND NEW,1,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,2,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,2,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,AMPARA,BRAND NEW,3,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,MONERAGALA,BRAND NEW,3,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,4,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,5,,,,ZS
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,8,,,,ZS
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,BADULLA,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,VAVUNIYA,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,MATALE,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,AMPARA,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,GALLE,BRAND NEW-L/ASSEMBLE,1,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,2,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,POLONNARUWA,BRAND NEW-L/ASSEMBLE,2,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,KURUNEGALA,BRAND NEW-L/ASSEMBLE,2,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,PUTTALAM,BRAND NEW-L/ASSEMBLE,3,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,3,,,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,SRI LANKA,PETROL,48.0,KEGALLE,BRAND NEW-L/ASSEMBLE,1,,,,PATTAYA DOUBLE POWER
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,SRI LANKA,PETROL,48.0,JAFFNA,BRAND NEW-L/ASSEMBLE,1,,,,PATTAYA DOUBLE POWER
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,SRI LANKA,PETROL,48.0,KALUTARA,BRAND NEW-L/ASSEMBLE,1,,,,PATTAYA DOUBLE POWER
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,SRI LANKA,PETROL,48.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,17,,,,PATTAYA DOUBLE POWER
MOTOR CYCLE,RANOMOTO,WAVE SCOOTER,SRI LANKA,PETROL,100.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,1,,,,WAVE SCOOTER
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,GALLE,BRAND NEW,1,,,,RV 400
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,RATNAPURA,BRAND NEW,1,,,,RV 400
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,KALUTARA,BRAND NEW,2,,,,RV 400
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,PUTTALAM,BRAND NEW,2,,,,RV 400
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,HAMBANTOTA,BRAND NEW,2,,,,RV 400
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,COLOMBO,BRAND NEW,2,,,,RV 400
MOTOR CYCLE,RIKODA,YSY,CHINA,ELECTRIC,0.8,JAFFNA,BRAND NEW,2,,,,YSY
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,MULLATIVU,BRAND NEW-L/MANUFACT,1,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,COLOMBO,BRAND NEW-L/MANUFACT,1,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,MONERAGALA,BRAND NEW-L/MANUFACT,1,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,PUTTALAM,BRAND NEW-L/MANUFACT,1,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,KILINOCHCHI,BRAND NEW-L/MANUFACT,1,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,GALLE,BRAND NEW-L/MANUFACT,1,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW-L/MANUFACT,4,,,,LEADER
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,RATNAPURA,BRAND NEW-L/MANUFACT,4,,,,LEADER
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,KEGALLE,BRAND NEW-L/MANUFACT,1,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,JAFFNA,BRAND NEW-L/MANUFACT,1,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,PUTTALAM,BRAND NEW-L/MANUFACT,1,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,KALUTARA,BRAND NEW-L/MANUFACT,1,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,COLOMBO,BRAND NEW-L/MANUFACT,1,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,GAMPAHA,BRAND NEW-L/MANUFACT,2,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,2,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW-L/MANUFACT,2,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,MATALE,BRAND NEW-L/MANUFACT,3,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,GALLE,BRAND NEW-L/MANUFACT,4,,,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,KEGALLE,BRAND NEW-L/MANUFACT,1,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,KALUTARA,BRAND NEW-L/MANUFACT,1,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,AMPARA,BRAND NEW-L/MANUFACT,1,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,MATARA,BRAND NEW-L/MANUFACT,1,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,POLONNARUWA,BRAND NEW-L/MANUFACT,2,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,PUTTALAM,BRAND NEW-L/MANUFACT,2,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,MATALE,BRAND NEW-L/MANUFACT,2,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,MONERAGALA,BRAND NEW-L/MANUFACT,3,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,5,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,COLOMBO,BRAND NEW-L/MANUFACT,5,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW-L/MANUFACT,5,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,GALLE,BRAND NEW-L/MANUFACT,7,,,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW-L/MANUFACT,1,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,BADULLA,BRAND NEW-L/MANUFACT,1,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MANNAR,BRAND NEW-L/MANUFACT,1,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,KEGALLE,BRAND NEW-L/MANUFACT,1,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,JAFFNA,BRAND NEW-L/MANUFACT,1,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,GAMPAHA,BRAND NEW-L/MANUFACT,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MATARA,BRAND NEW-L/MANUFACT,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,KALUTARA,BRAND NEW-L/MANUFACT,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MATALE,BRAND NEW-L/MANUFACT,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,RATNAPURA,BRAND NEW-L/MANUFACT,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,POLONNARUWA,BRAND NEW-L/MANUFACT,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,2,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,AMPARA,BRAND NEW-L/MANUFACT,3,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,COLOMBO,BRAND NEW-L/MANUFACT,3,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW-L/MANUFACT,4,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MONERAGALA,BRAND NEW-L/MANUFACT,4,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,GALLE,BRAND NEW-L/MANUFACT,6,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,6,,,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,PUTTALAM,BRAND NEW-L/MANUFACT,10,,,,LEADER R80
MOTOR CYCLE,ROYAL ENFIELD,BULLET,INDIA,PETROL,350.0,COLOMBO,RECONDITIONED,1,,,,BULLET
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC,INDIA,PETROL,349.0,PUTTALAM,RECONDITIONED,1,,,,CLASSIC
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC,INDIA,PETROL,350.0,BATTICALOA,RECONDITIONED,1,,,,CLASSIC
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC,INDIA,PETROL,349.0,BATTICALOA,RECONDITIONED,1,,,,CLASSIC
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC350,INDIA,PETROL,350.0,KURUNEGALA,RECONDITIONED,1,,,,CLASSIC350
MOTOR CYCLE,ROYAL ENFIELD,METEOR 350,INDIA,PETROL,349.0,AMPARA,RECONDITIONED,1,,,,METEOR 350
MOTOR CYCLE,ROYAL ENFIELD,METEOR 350,INDIA,PETROL,349.0,BATTICALOA,RECONDITIONED,1,,,,METEOR 350
MOTOR CYCLE,ROYAL ENFIELD,METEOR 350,INDIA,PETROL,349.0,GAMPAHA,RECONDITIONED,1,,,,METEOR 350
MOTOR CYCLE,ROYAL ENFIELD,METEOR 350,INDIA,PETROL,349.0,COLOMBO,RECONDITIONED,1,,,,METEOR 350
MOTOR CYCLE,ROYAL ENFIELD,SIGNALS 350,INDIA,PETROL,350.0,BATTICALOA,RECONDITIONED,1,,,,SIGNALS 350
MOTOR CYCLE,SENARO,CLICK 150,SRI LANKA,PETROL,150.0,COLOMBO,BRAND NEW-L/ASSEMBLE,3,,,,CLICK 150
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,AMPARA,BRAND NEW-L/MANUFACT,1,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,BATTICALOA,BRAND NEW,1,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MANNAR,BRAND NEW-L/ASSEMBLE,1,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,KEGALLE,BRAND NEW-L/ASSEMBLE,1,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MULLATIVU,BRAND NEW-L/ASSEMBLE,2,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,JAFFNA,BRAND NEW-L/ASSEMBLE,2,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,VAVUNIYA,BRAND NEW-L/ASSEMBLE,2,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,PUTTALAM,BRAND NEW-L/ASSEMBLE,3,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,3,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,4,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,BADULLA,BRAND NEW-L/ASSEMBLE,6,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,GALLE,BRAND NEW-L/ASSEMBLE,7,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MATALE,BRAND NEW-L/ASSEMBLE,8,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,9,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MATARA,BRAND NEW-L/ASSEMBLE,10,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,KALUTARA,BRAND NEW-L/ASSEMBLE,12,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,KANDY,BRAND NEW-L/ASSEMBLE,13,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,14,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,POLONNARUWA,BRAND NEW-L/ASSEMBLE,15,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,BATTICALOA,BRAND NEW-L/ASSEMBLE,23,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,25,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,RATNAPURA,BRAND NEW-L/ASSEMBLE,29,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,AMPARA,BRAND NEW-L/ASSEMBLE,31,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,36,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,KURUNEGALA,BRAND NEW-L/ASSEMBLE,39,,,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,COLOMBO,BRAND NEW-L/ASSEMBLE,40,,,,GN125
MOTOR CYCLE,SLING,EBIKE,INDIA,ELECTRIC,1.8,COLOMBO,BRAND NEW,1,,,,EBIKE
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,1,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,KALUTARA,BRAND NEW,1,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,1,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,BADULLA,BRAND NEW,1,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,MATARA,BRAND NEW,2,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,2,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,3,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,GALLE,BRAND NEW,3,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,PUTTALAM,BRAND NEW,3,,,,G6
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,21,,,,G6
MOTOR CYCLE,SOLID,LEO,CHINA,ELECTRIC,1.2,PUTTALAM,BRAND NEW,1,,,,LEO
MOTOR CYCLE,SOLID,LEO,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,3,,,,LEO
MOTOR CYCLE,SOLID,LEO,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,9,,,,LEO
MOTOR CYCLE,SUPER SOCO,CUX PRO,CHINA,ELECTRIC,2.1,MATARA,BRAND NEW,1,,,,CUX PRO
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,COLOMBO,BRAND NEW,1,,,,TS STREET HUNTER
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,KANDY,BOUGHT FROM AUCTION,1,,,,BURGMAN
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,GALLE,BOUGHT FROM AUCTION,1,,,,BURGMAN
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,KALUTARA,BOUGHT FROM AUCTION,2,,,,BURGMAN
MOTOR CYCLE,SUZUKI,GN125,JAPAN,PETROL,124.0,COLOMBO,RECONDITIONED,1,,,,GN125
MOTOR CYCLE,SUZUKI,K50,JAPAN,PETROL,49.0,COLOMBO,BOUGHT FROM AUCTION,1,,,,K50
MOTOR CYCLE,SUZUKI,V STORM,JAPAN,PETROL,250.0,KANDY,RECONDITIONED,1,,,,V STORM
MOTOR CYCLE,TAILG,A5,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,,,A5
MOTOR CYCLE,TAILG,RED RABBIT,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,1,,,,RED RABBIT
MOTOR CYCLE,TAILG,RED RABBIT,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,1,,,,RED RABBIT
MOTOR CYCLE,TERRA,A4000I,VIETNAM,ELECTRIC,1.9,KURUNEGALA,BRAND NEW,3,,,,A4000I
MOTOR CYCLE,TVS,CHAMP,INDIA,PETROL,48.0,GAMPAHA,BRAND NEW,1,,,,CHAMP
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,MANNAR,BRAND NEW,1,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,RATNAPURA,BRAND NEW,2,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,PUTTALAM,BRAND NEW,2,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,MATARA,BRAND NEW,3,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,TRINCOMALEE,BRAND NEW,3,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,GALLE,BRAND NEW,3,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,ANURADHAPURA,BRAND NEW,4,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,KALUTARA,BRAND NEW,7,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,JAFFNA,BRAND NEW,9,,,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,GAMPAHA,BRAND NEW,12,,,,IQUBE
